ID Post,User Name,Comments,Sentiments,Sentiment_Predicted
87,Hamid Maizi,وكيفاش نديرو لكي نقلبوها توانتي وشكرا,Neutre,Positif
87,Idrissou Deghm,هل يمكن تغيير عرض win libre الىtwen,Neutre,Neutre
87,Yacine Yacine,عندي سما كونترول نقدر نبدلها twanty,Neutre,Positif
87,Anissa Mekh,les horaires d ouverture s il vous plais,Neutre,Neutre
87,زكرياء جابر الصابر,شبكة شبكة الريزو.,Negatif,Neutre
87,Redouane Sedrat,هل يمكن لاصحاب win libre الاستفادة من هذا العرض,Neutre,Neutre
87,Farid Saleh Bououden,الطريقة,Neutre,Negatif
87,BenSalem Oussama,نقدر نبدل beking إلى twenty ؟,Neutre,Positif
87,Khadidja Ghezal,ماذا فيها عروض هادي توانتي,Neutre,Negatif
88,عطية الذوادي,صيام مقبول ان شاءلله يا رب العالمين,Positif,Positif
88,Sousou Amr,افعلو فيا بليزير زيدو في سرعة التدفق فقط والله كارثة ثقيلة كثيرا والمشكل مقدرناش نستغناو عليها,Negatif,Negatif
88,Brahim Rahmani,صيام مقبول و ذنب مغفور ان شاء الله,Positif,Positif
88,زهرة البابونج,موبيليس ترعاها أيادي آمنة ما شاء الله تبارك الله,Positif,Positif
88,Sal AH,مع موبيليس الا الجديد ربي بارك,Positif,Positif
88,Nihâd Nina,صح رمضانكم,Positif,Positif
88,جنة الخلد,صح فطوركم,Positif,Positif
88,سالمي نجية,صح رمضانكم,Positif,Positif
88,Nãdã Jijel,صحا رمضانكم,Positif,Positif
88,Lilia Lily,رمضان مبارك,Positif,Positif
88,Bilge Fısıltı,سما كونترول يمكن تحويلها إلى توانتي هل يمكن,Neutre,Positif
88,همسات قرآنية,ربي يتقبل منا ومنكم,Positif,Positif
88,الأمال دنيا الامال,تقبل الله الصيام و القيام والدعاء,Positif,Positif
88,أسيد أسيد,تقبل الله منا ومنكم الصيام,Positif,Positif
88,Ghendir Lahcén,صح رمضانكم موبيليس,Positif,Positif
88,Aissa Ch,ممكن تفاصيل اكثر حول العرض,Neutre,Negatif
88,مريم حياة,كيفاه,Neutre,Positif
88,Oum Bara,صح رمضانكم,Positif,Positif
88,Hâzāl Ôğhlò,ممكن تفاصيل أكثر,Neutre,Neutre
88,إسماعيل بن يوسف العيفاوي,و كيفاه نقلبها,Neutre,Negatif
88,Yasser Ali,ممتاز,Positif,Positif
88,Badro Cataloni Yousfi,كيف افعل لكي نقلبوها,Neutre,Positif
89,فاطمة الزهراء,عندي منها ما شاء الله روعة وكونيكسيو حسن فيها,Positif,Positif
89,Gerçek Işık,زعما نلقا في توانتي عروض خيرمن لي راهم في ساما؟,Neutre,Positif
89,Ãöü Lmį,موبيليس نعاني من ضعف تدفق انترنت كما نعاني احيانا صعوبة في الاتصال,Negatif,Negatif
89,Djaafer Bounekta,الا نلقاو شبكة ومن بعد ساهل ،من 2022 وعطل حدث،وعدم استجابتكم لشكاوينا,Negatif,Negatif
89,علي دلالي,التحويل الا متاح لخطوط لاوين وسما كنترول,Neutre,Negatif
89,التجاني ايه انتطار,حسن,Positif,Positif
89,أميرة أبي,كي نقلبها اسكو نقدر نعاود نرجعها واذا درتها توانتي منزيدش نقدر نرجعها سما,Neutre,Positif
89,Ilyes Drikeche,الا اصلحوا انترنت نحن بدراهمنا مكمش تصدقو علينا,Negatif,Negatif
89,Meli Mina,انترنت بلخف انتهاء,Negatif,Negatif
89,Noureddine Beny,موبيليس رفيقكم الدائم فلاتترددو موفقين باذن الله تعالى,Positif,Positif
89,Čhëįkh Gō,السلام عليكم sama control نقدر نقلبها توانتي,Neutre,Positif
89,عقلية مفقودة,ممكن نعرف ما هو هي المميزة تعه,Neutre,Positif
89,أبو يوسف شمس الدين,الله بارك بالتوفيق,Positif,Neutre
89,Sãfã,فيها الا عرض واحد توانتي ؟,Neutre,Negatif
89,Otmani Bouaza,قائمة *600 مافيهاش توانتي,Neutre,Negatif
89,Lahcene Zerarga,انترنت كارثة,Negatif,Negatif
89,تكفيني ثقتي بالله,بالتوفيق,Positif,Positif
89,Fares Senoussi,التحويل الا متاح لخطوط لاوين وسما كنترول,Neutre,Negatif
89,Mãdāme Bmd,راني بيها هايلة,Positif,Positif
89,Moussaoui Abd El Hamid,كم جيقا,Neutre,Negatif
90,Fidal Sym,تم,Neutre,Positif
90,علي هواري,الله بارك,Positif,Neutre
90,حمزة سندس قرة عيني,انا راني نعاني مع وحد البيس نفليكسي100الف متقعدليش حتى سمانة وتخلاص منجي تعبئة حتى بالكشايف ومن بعد منفرحش حتى نتفرج فيديو,Negatif,Negatif
90,Mohamed Lamine,هل بعد استهلاك 500 ميغا يبقى الا محدود,Neutre,Negatif
90,Mohammed Berkani,كيفية تفعيل خدمة,Neutre,Positif
90,Hamid Hcn,شئ جيد و في القمة ابهرتمونا,Positif,Positif
90,Quoba Khadra,تم,Neutre,Positif
90,Amor Lamia,جميل,Positif,Positif
90,Manal Manou,الله بارك,Positif,Neutre
90,Dœdá Ròsé,دمتم دائما في القمة والتألق 🫶,Positif,Positif
90,رزونة رزان,الله بارك ما شاء الله,Positif,Neutre
90,مقهى الجوهرة - سيدي عبد الله,شكرا,Positif,Positif
90,أية الرحمان,الله ايبارك مشاء الله,Positif,Positif
91,الأستاذ ياسر جابري,mobilis,Neutre,Neutre
91,حكيم براهيمي,تستاهلو كل خير احسن متعامل من كل النواحي,Positif,Positif
91,Mēlïnå Melinda Ãbbäs,حسن حسن شكرا,Positif,Positif
91,Sisin Lamry. Beauty,يوجد مسابقة,Neutre,Positif
91,Chå Hįnēż,بغيت نعرف فقط لماذا كي تعبئة شهر انتهاء الكونيكسيو في 15 ن يوم,Negatif,Negatif
91,Okba Ainalbida,لوين أي حل ولا مزال,Neutre,Negatif
91,Ahmed Boukhris,وصح لفطركم ربي يتقبل مناومنكم الصيام والثواب,Positif,Positif
91,Khaled Abdalla,ما هي مدة العرض,Neutre,Neutre
91,عروبة عثمان,تحيا موبيليس,Positif,Positif
91,Noureddine Beny,الله بارك فيكم موبيليس رفيقكم الدائم فلا تترددو,Positif,Positif
91,أبو يوسف شمس الدين,الله بارك ما شاء الله,Positif,Neutre
91,Hiba Hiba,رمضان مبارك,Positif,Positif
91,سدرة المنتهى,الله بارك,Positif,Neutre
91,Li Lya,رمضان كريم,Positif,Positif
91,Fatiha Fati,موفقون يا رب,Positif,Positif
91,Abd Alhadi Djenidi,رمضان كريم تقبل الله منا ومنكم صالح الاعمال mobillis mobilis,Positif,Positif
91,مريم أم بلال,الله بارك,Positif,Neutre
91,Thè Òuèèn,رمضان مبارك,Positif,Positif
91,ابو محمد,الله بارك فيكم موبليس,Positif,Positif
91,Soumia Om Anes,الله بارك,Positif,Neutre
92,أية الرحمان,موبيليس و الكل يتكلم صح فطوركم رمضان كريم,Positif,Positif
92,تباشير الفجر,جيد,Positif,Positif
92,Ishrak Alhayat,إن شاء الله,Positif,Neutre
92,أبو يوسف شمس الدين,الله بارك ما شاء الله,Positif,Neutre
92,Fatiha Fati,موفقون يا رب,Positif,Positif
92,رؤيا يوسف,راني دايرا خاص ب ميتين ليت نقلبها توانتي تروحلي ؟,Neutre,Negatif
92,بدلة التخرج,ماهي مميزاتها ؟؟,Neutre,Positif
92,Abde Rezak,هل يوجد تحويل لشريحة سما كونترول,Neutre,Neutre
92,Nadjib Madrid,سما كونترول نقدر نبدلها توانتي,Neutre,Positif
92,Amine Bk,افعلو لنا نبدلو من لاوين إلى t2wty .,Neutre,Negatif
92,Fatouha Fatiha,موفقون يا رب,Positif,Positif
92,دارنا ما سماونيش,فلكسي شهر كونكتي شعر,Negatif,Negatif
92,LouLou LouLou,لماذا الكونيكسيو ضعيفة في موبيليس,Negatif,Negatif
92,Bakiri Brahim,انا عندي sama control كي نرجعها twenty اسكو نقدر نرجعها ساما كونطرول مرة اخرى,Neutre,Positif
92,Mohammed Mohammed,هل يمكن لرجوع إلى العروض القديمة .بعد تشغيل عرض توانتي ؟,Neutre,Neutre
92,Samira Samira,تقبل الله منا ومنكم صيام والقيام وصالح الأعمال امين يا رب العالمين,Positif,Neutre
92,علي دلالي,عمموا عملية التحويل لبقية خطوط الدفع كنترول والبعدي,Neutre,Negatif
92,Îron Woļf,يا رب اخرجني من الجزائر,Neutre,Negatif
92,Мунир Мунир,رائع,Positif,Positif
92,Jiji Jiji,رمضان كريم,Neutre,Positif
92,شعيب طيبوش ابو محمد,إلى السيد المدير العام المحترم لموبيليس ويبقى نفس المشكل بمنطقة جيمار بلدية الشقفة ولاية جيجل كلما انقطع التيار الكهربائي تنقطع معه خدمة 4g ولاتعود الا بعد يومين او ثلاث اين يكمن الخلل ياترى؟!,Negatif,Negatif
92,Tarak Benslaim Medea,هل أستطيع تغير من سما كونترول الذي توانتي,Neutre,Negatif
92,Rabah Benarour,الله بارك,Positif,Neutre
93,أبو يوسف شمس الدين,الله بارك ما شاء الله,Positif,Neutre
93,Khenis Kerboua,متفوقين أن شاء الله,Positif,Positif
93,Amira Miro,الله بارك,Positif,Neutre
93,Wï Ãm,بالتوفيق إن شاءلله مزيدا من النجاحات والتفوقات يا رب,Positif,Positif
93,أبو يوسف شمس الدين,ما شاء الله,Positif,Neutre
93,Oum Youcef,الله بارك,Positif,Neutre
93,عبد الرزاق محمد,مشالله,Positif,Neutre
93,شهرزاد مديلة,رمضان كريم,Positif,Positif
93,أم عبد العزيز,روعة مع موبيليس حل الحياة,Positif,Positif
93,Haya Te,تم,Neutre,Positif
93,YøüSřă NV,الله بارك,Positif,Neutre
93,غزال عبد القادر,مشاء الله,Positif,Neutre
93,Papillön Dèspøir,الله بارك,Positif,Neutre
93,Soumia Om Anes,جيد,Positif,Positif
93,ساجدة لله,ما شاء الله,Positif,Neutre
93,Ikram Ben Mohammed,الله بارك,Positif,Neutre
93,Dalila Journalist,رمضان كربم,Positif,Positif
93,Nacer Hocine Gasri,الله بارك,Positif,Neutre
94,Мунир Мунир,شهر رمضان شهر التوبة والغفران,Positif,Positif
94,Tariq Radi,تطبيقكم خاص ب mobispace راهو حابس من 2017 اذا معابالكمش,Negatif,Negatif
94,ᎰᎯᎿᎻᎨ ᏕᎷᎯᎨᏝ,لا يوجد ف لعروض,Negatif,Negatif
94,Ghä Dïrë,كيف اشترك في sama,Neutre,Positif
94,Fati Fati,موفقون يا رب,Positif,Positif
94,Öm Israa,ان شاء الله,Positif,Neutre
94,Mbarek Mbarek,صحا فطوركم,Positif,Positif
94,عماد حمدي,إن ان شاء الله,Positif,Neutre
94,Ishrak Alhayat,إن شاء الله,Positif,Neutre
94,أية الرحمان,ان شاء الله رمضان كريم صح فطوركم,Positif,Positif
94,حنان شرفاوي,رمزالشريحة من فضلكم,Neutre,Positif
94,حسابي أوسيد للعمل,صلو على النبي,Positif,Neutre
94,فاطمة الزهراء,الله بارك,Positif,Neutre
94,Kismoun Karim,أرجوا أن يكون العرض من بعد شهر رمضان مبارك عرض دائم قفزة ونوعية رائعة ان شاء الله,Positif,Positif
94,Om Fou Sa Bella,درتها و مامشاتليش غاضتني,Negatif,Negatif
95,Мунир Мунир,تقبل الله منا ومنكم صالح الاعمال,Positif,Positif
95,Мунир Мунир,جميل مثل هاته العروض,Positif,Positif
95,Silina Silina,يوجد ضعف شبكة في موبيليس ممكن تدخل,Negatif,Negatif
95,Lin Ilina,شيء حسن,Positif,Positif
95,Abdelaziz Garbaa,فقط اريد رد جاد في الخاص,Neutre,Positif
95,Non Dar,ناقصه كنكيسيو,Negatif,Negatif
95,عبد الصمد رحال,هل العرض متوفر في بيكس لم أجده!,Neutre,Negatif
95,Matene Abedlatif,ممتاز جدا شكرا جزيلا موبليس لدعمن الدائم,Positif,Positif
95,فاطمة الزهراء,جميل,Positif,Positif
95,غفران إلين,احلى شريحة اتصال,Positif,Positif
95,Jamel Sportif,جميل,Positif,Positif
95,سامية الانيقة,بارك الله فيكم,Positif,Positif
95,Noureddine Beny,روعة موبيليس رفيقكم الدائم,Positif,Positif
95,Māti Ldã,رائع,Positif,Positif
95,سالمي نجية,هايلة,Positif,Positif
95,عطية الذوادي,ممتاز يعطيكم الصحة,Positif,Positif
95,غفران إلين,جميل,Positif,Positif
95,Ishrak Alhayat,ممتاز شكرا لكم,Positif,Positif
95,ويبقى الأمال,جميل جدا,Positif,Positif
95,Ayoub Djalfawi,حمد لله بارك الله فيكم,Neutre,Positif
95,Imed Meramria,يوجد ضعف شبكة في موبيليس ممكن تدخلوا,Negatif,Negatif
96,Lalisa Lili,ان شاء الله امين كل عام وانتم بخير شركه اوريدو ان شاء الله المزيد من التطور,Positif,Positif
96,Said Gaci,إن شاءلله كل عام وانت بالف الف خير وصحة وعافيه وسعادة دائمة لقلبكم يا رب العالمين اجمعين,Positif,Positif
96,Oughlissi Saddek,كل عام وانتم بالف خير,Positif,Positif
96,اية الرحمان,يا رب يا رب,Positif,Neutre
96,Benamar Sahraoui,إن شاء الله,Positif,Neutre
96,Oum Zaki,ان شاء الله يا رب العالمين كل عام وانت بالف خير وصحه وسعاده يا رب,Positif,Positif
96,Rehail Badis,كل عام وأنتم بخير,Positif,Positif
96,Nehla Ali,كل عام وانتم بخير,Positif,Positif
96,Mohamed Elhache,ان شاء الله تكون دايمن جيد,Positif,Positif
96,ام الانيقه,كل عام انتم بخير,Positif,Positif
96,Amar Grairi,ان شاء الله,Positif,Neutre
96,On Ishak,كل عام وانتم بخير,Positif,Positif
96,مصطفى تيدير,ان شاء الله عام الخير وعام الرحمه والبركات وسيكون عام 2024خير من 10 عام,Positif,Positif
96,David Jalile,كل عام وأنتم بألف خير مع مزيد من التقدم والنجاح آمين,Positif,Positif
96,سرية أبوبكر,كل عام وانتم بألف خير,Positif,Positif
96,ابراهيم الوكال,ان شاء الله,Positif,Neutre
96,Mustapha Ahmed,إن شاء الله للجميع,Positif,Neutre
96,Ît's Târkė,كل عام وأنتم بألف خير,Positif,Positif
96,إلياس مباركي,إن شاء الله,Positif,Neutre
96,Tata Benhamouche,inchallah,Positif,Neutre
96,Amouni Amine,الله يوفقكم بمزيد من النجاح,Positif,Positif
96,Kaci Madrid,آن شاء الله,Positif,Neutre
96,Hamza Bellili,الله بارك ما شاء الله ربي يحفظكم و يحميكم,Positif,Neutre
96,Fahima Ait Ait,يا رب,Positif,Neutre
96,ولد توات ولد توات,اللهم آمين أجمعين,Positif,Neutre
96,Louai Lilaoui,كل عام وانتم بخير,Positif,Positif
96,Oum Safoin,الهم امين يا رب العلامين,Positif,Negatif
96,Amar Grairi,تهانينا,Positif,Positif
97,Sîdàlî Bëlãrbî,القوة الضاربة شبكة صفر خدمات صفر لو كنا في بلد يحاسب لما قدمتم هكذا خدمات,Negatif,Negatif
97,Farouk Tribeche,meilleures voeux a vous super bien,Positif,Positif
97,Mamat Awladi,الله بارك,Positif,Neutre
97,Amel Amal,toujours top,Positif,Positif
97,Ezzerrouki Elyoucefi,on demande plusieurs entenes a la nouvelle wilaya parce que c est le meilleur riseau,Positif,Positif
97,Farouk Lohial,الله يبرك,Positif,Neutre
97,Crs Oussa,شبكة يذهب ويتقطع ماذا يحدث ؟!,Negatif,Negatif
97,Marwan Sh,شكر اوريدو على ماتقدمينا لنا,Positif,Positif
97,أسماء عبد الله,الله بارك,Positif,Neutre
97,Farouk Tribeche,ما شاء الله,Positif,Neutre
97,عزيز بوسلسلة,اوريدو عيش الرفاهية بنكهة امتياز,Positif,Positif
97,Rose Lina,وفيها appel illimite l ooredooولا الا net?,Neutre,Positif
97,محمد محمد,أشكر شركة ooredoo على ما تقدمه لنا,Positif,Positif
97,Mohamed El Hadi Djebabra,وكتاه تردو علينا,Negatif,Negatif
97,Benamar Sahraoui,و ما تشاؤون إلا أن يشاء الله,Positif,Neutre
97,Lina Luna,ماهي العروض الحديدة من فضلكم,Neutre,Negatif
97,Mohamed El Hadi Djebabra,ردو علينا,Negatif,Negatif
97,ولد توات ولد توات,ما شاء الله,Positif,Neutre
98,Benamar Sahraoui,إن شاء الله,Positif,Neutre
98,Rahal Aziz,مع اوريدو حتى اقرباءك يستفدوا معك و يكنكتو مجانا,Neutre,Positif
98,اية الرحمان,انا راحتي كونكسوي,Positif,Positif
98,Abderrhman Saoud,رقمي أوريدو و لكن يخبرني أن رقمك ليس اوريدو,Neutre,Negatif
98,لازهاري بن علي,dima+ لم يدخل التطبيق في,Neutre,Negatif
98,Gä Vï,من حيث السرعة أوريدو متفوقة لكن نشاله ديريلنا عروض لل جايمر لكي نجمو نتيليشارجو العاب كبار لمستخدمي الكونصول بتوفيق,Positif,Positif
98,Karim Karim,كنت مسجل في التطبيق درك مقدرتش نعاود نسجل افعل الرقم محبش يفتح,Negatif,Negatif
98,Æŷmêñ Møĥãmď,افضل تطبيق my ooredoo استفدت منو كثيرا ربحة انترنت حمل تطبيق واستمتع حظ موفق للجميع,Positif,Positif
98,محمد محمد,حملوه تربح انترنت,Neutre,Positif
98,ما ريا,ارجو الرد على استفساري,Neutre,Neutre
98,ولد توات ولد توات,ما شاء الله,Positif,Neutre
98,بلقاسم بن سعدي,هل عرض la switch معني بهاذ الخدمة,Neutre,Negatif
98,Häÿ Ät,كتبتوا فتطبيق 10da تربح 30g كي درتها كتبوا 15g,Neutre,Positif
98,Lo Tfi,النترنت ضعيفة اليوم خلاه ما هو صاري بينغ يتكركر,Negatif,Negatif
98,Abde Llah,ريغلوه مبعد ساهل,Negatif,Positif
98,Abdou Abdou,كيفاه نرجعو شريحة من اوريدو yooz إلى اوريدو ديما؟,Neutre,Positif
98,Alo,حملوه بسرعة,Neutre,Positif
98,مامات جوري أوسيد,انا راحتي كونكسوي,Negatif,Positif
98,Layale Layale,كفه من dima افعل yooz,Neutre,Negatif
98,Youcef Chirifi,انا ميمشيش علاش؟,Negatif,Neutre
98,Youva Tzr,كيفاه نحول شريحة yooz الذي اوريدو dima,Neutre,Negatif
98,Assil Ma,السلام عليكم انا اول مرة طلعت تطبيق كانت تخرجلي ادخل الكود ولكن الان لا لماذا,Neutre,Negatif
99,نانو يويو ماما,ان شاء الله اوريدو هي الاحسن والانسب والاجدر بدون اي شك,Positif,Positif
99,Akadd Iskander,ماعنديش شريحة اوريدو تقدرو تقولولي ماذا من شريحة نقدر نشري لكي نشارك,Neutre,Neutre
99,Mistr Ahmed Belagraâ,سقموا الا تغطية الشبكة كثيرا عليكم.,Negatif,Negatif
99,Ali Omane,اوريدو أحسن شركة الاتصالات بدون منازع ربي يوفقكم,Positif,Positif
99,Răøüf Răøüf,الله يوفقكم نشاله ويعاونكم خاوتي لحباب,Positif,Positif
99,Élé Zàbèttà,ردو عليا بريفي,Negatif,Positif
99,فہيہ صہل,ياعصابة انترنت ضعيفة إلى منقطعة منذ ليلة أمس المنطقة سيق ولاية معسكر لدي شريحة اوريدو,Negatif,Negatif
99,Lydia Ach,ان شاء الله,Positif,Neutre
99,Mar Ah,أتمنى كل التوفيق والنجاح للجميع وحظ موفق. مع اوريدو كل شيء ممكن لأنه الأحسن,Positif,Positif
99,Oum Ilyas,inchallah,Positif,Neutre
99,خيرو 'ے,ردو عليا بريفي,Negatif,Positif
99,Hadjira Jiji,ان شاء الله نربح,Positif,Positif
99,Ahmed Maini,amine,Neutre,Positif
99,Mohamed El Hadi Djebabra,الدعم صفر ردو علينا,Negatif,Negatif
99,Madjid Sahraoui,اطلقوا الا الشبكة كثيرا عليكم.,Negatif,Negatif
99,Ami Ali,que se passe-t-il avec votre reseau. je n arrive meme pas a telecharger une photo,Negatif,Negatif
99,سعودب بن صدوق,.آمين.والحمدوالله.ربي.العالمين,Positif,Neutre
99,Larine Larine,inchallah,Positif,Neutre
99,فاطمة الزهراء بلقاسمي,ان شاء الله,Positif,Neutre
99,Kheira Abed,خيرة عابد ان شاء الله يا رب,Positif,Positif
99,Ahm ED,إن شاء الله,Positif,Neutre
99,همسه امل,ان شاء الله خير,Positif,Neutre
99,Siheme Yennoune,ورولنا من هوما العائلات اللي ربحوا,Neutre,Positif
99,Mã Lâk,ان شاء الله ياربي,Positif,Neutre
99,Zoulikha Khouni Khouni,فقط الله فيكم,Positif,Neutre
100,Mohamed Riadh,اليوم الثالث راكم تنقصو فالتدفق من مساء إلى منتصف الليل,Negatif,Negatif
100,ᗩᗷᗪ ᗝᑌ,شبكة لا يوجد مالبارح,Negatif,Negatif
100,سليم بن جفال,ردو عليا فلخاص,Negatif,Negatif
100,Abdel Illah,لمادا لا تجيبون على الخاص ؟,Negatif,Negatif
100,اسامة بوغازي,سلام وعليكم من يعرف طريقة تحويل شريحة من dima إلى gold,Neutre,Neutre
100,ولد توات ولد توات,ما شاء الله,Positif,Neutre
100,Hamzã Dnch,اطلقولنا انترنت كرهتولنا حياتنا,Negatif,Negatif
100,Mohamed El Hadi Djebabra,رحمة لوالدين ردو علينا خاص,Negatif,Positif
100,Oùm Racha,الله بارك,Positif,Neutre
100,Ly Ly,comment desactiver l abonnement a anazik ?,Neutre,Negatif
101,Kader Kader,the best,Positif,Positif
101,Smiley Tipaza,bonne continuation ooredoo,Positif,Positif
101,Bahi Guen,حبيت نسقسيكم yooz مهيش ابيس اوريدو؟؟,Neutre,Positif
101,Rahal Aziz,السلام عليكم يا أخي ليام هدوا انقطاع شبكة كثيرا ما افهمتش,Negatif,Negatif
101,Noé Noé,toujours du nouveau avec ooredoo .bravo,Positif,Positif
101,Amel Amal,top,Positif,Neutre
101,Mohamed El Hadi Djebabra,نزيد نعاود ردو علينا خاص,Negatif,Positif
101,Job Job,مقدرتش نخلص la swith ،عندكم مشكل فالسيت ؟,Negatif,Neutre
101,Djamel Milàno,رنا نعاني من شبكة لا يوجد في ولاية تيزي وزو,Negatif,Negatif
101,أم إسكندر,احسن خدمة والله,Positif,Positif
101,No Chance,سلام عليكم أخي رد عليا في الخاص من فضلك و شكرا,Neutre,Positif
101,Abdelkader Re,ooredoo numero one في algerie,Positif,Positif
101,Oùm Racha,bravo,Positif,Positif
101,Adam Adam,ماذا شبكة,Negatif,Negatif
101,بن ناصر فيصل,نرجو الرد على الخاص,Neutre,Negatif
101,Plume Plume,merci ooredoo,Positif,Positif
101,No Chance,سلام yooz اخي فيها عرض هاذا خاص ب 10دينار 15جيغا و 5 يوتيوب و. فيها ولا نو ؟ و شكرا,Neutre,Positif
101,Khadija Amir Riadh Tayab,هذا العرض مافيهش اتصال,Neutre,Negatif
101,Sa Lah,هل الفايسبوك مجاني,Neutre,Negatif
101,Maya Mirina,nsa9sik ?,Neutre,Neutre
102,Farouk Tribeche,ان شاء الله يا رب دايما بخير وصحة وسلامة يالله,Positif,Positif
102,Meriem Boulefaa,*515,Neutre,Negatif
102,Lydia Ach,الله بيارك,Positif,Neutre
102,Naima Mansouri,*515,Neutre,Negatif
102,Lydia Ach,الله بارك,Positif,Neutre
102,فرح ومرح,راسلتكم في مشكلة منذ مدة ولم تردو,Negatif,Negatif
102,Âmel HB,اصلاح الابليكاسيو اربي,Negatif,Positif
102,Karim Grar,عندي مشكل في خدمة سبقلي,Negatif,Negatif
102,ولد توات ولد توات,ما شاء الله,Positif,Neutre
102,Gùneş ÎŞiği,نتاعش هذا لكود,Neutre,Negatif
102,Abderrahim Boukhors,الديمغرافي,Neutre,Neutre
102,Adnan Senju,ياو سغمولنا التطبيق تاعكم,Negatif,Negatif
102,Salim Boufenzer,لماذا نهبتولي الإنترنت شهر ماتكملوش,Negatif,Negatif
102,Ly Ly,comment desactiver l abonnement anazik slvp?,Neutre,Neutre
102,Raouf Meridji,كيف نعرف الكود,Neutre,Negatif
102,بايندر باي,dima+,Neutre,Positif
102,Aymane Boucheteb,اصلحوا شبكة فقط نحن في 20 واحد ماكانش شبكة و انترنت لا تعمل,Negatif,Negatif
102,Om Morjana,*5mix15,Neutre,Positif
102,Naima Mansouri,مرحبا,Neutre,Neutre
102,Om Morjana,*515,Neutre,Negatif
102,Tahar Hamraoui,offre pour tous les bourses,Neutre,Positif
102,فرح ومرح,..,Neutre,Positif
102,تركيب البرابولrabah sat installation parabol,.,Neutre,Neutre
102,Ahm ED,خدمات راقية,Positif,Positif
103,أم أميمة,المزيد من المشاريع إن شاء الله,Positif,Positif
103,Farouk Tribeche,ربي اقدركم مشاء الله بالتوفيق ان شاء الله,Positif,Positif
103,Oùm Racha,الله يوفقكم,Positif,Neutre
103,Rahal Aziz,بالتوفيق ان شاء الله,Positif,Positif
103,Mokhtar Sana,بالتوفيق ان شاء الله,Positif,Positif
103,Kamila Nour,شيء حسن الله بارك,Positif,Positif
103,حساب للعمل,الله بارك,Positif,Neutre
103,Mai Ssa Lahnina,الله يوفقكم,Positif,Neutre
103,مصمم مسابقات,اتمنى يا اوريدو عندما يكون مسحل من قيل يقدر يسجل مرة اخرى.! انتم زعماء جزائر شكرا,Positif,Positif
103,Zakaria Zaki,مزيد من التألق ان شاء الله,Positif,Positif
103,Jojo Joujou,que dieu vous benisse,Positif,Positif
103,Khadji Feddy,bonne continuation et beaucoup de progrès,Positif,Positif
103,ام محمد,الله بارك,Positif,Neutre
103,Nasreddine Aoued,beaucoup de succès,Positif,Positif
103,Karime Achachera,اوريدو احسن شبكة بالتوفيق ان شاء الله,Positif,Positif
103,Kader Kader,beaucoup de succès inchallah,Positif,Positif
103,Ali Omane,ربي يوفقكم,Positif,Positif
103,ابو صهيب الرومي,شيء حسن هكذا نريدها الشراكة للتطور والكل مستفيد,Positif,Positif
103,Mohamed El Hadi Djebabra,ردو في الخاص,Negatif,Negatif
103,Sãndy Bęllē,ها اوريدو بعثتلكم ميساج لماذا مش تردوا عليا,Negatif,Negatif
103,Amin Elkheir,بالتوفيق,Positif,Positif
103,أمي قرة عيني,bonne courage,Positif,Positif
103,أمي قرة عيني,bonne contunuation,Positif,Positif
103,Rouabah Houcine,ooredoo algerie your services are excellent thank you,Positif,Positif
103,Abdou Abarar,بالتوفيق,Positif,Positif
103,Kastri Kastri,مسابقة اربح دار متى أخل اجل للمشاركة,Neutre,Negatif
103,Ismail Allam,لاسويتش فيها 50 جيغا بصح انتهاء في 6 ساعة بلاما تستعملها!,Neutre,Negatif
103,Mohamed Gacem,ooredoo algerie ردو فالخاص,Negatif,Positif
104,ام محمد,الله بارك,Positif,Neutre
104,Med Ayoub Bennouna,ما هو هي عروض تعبئة la gold ooredoo ?,Neutre,Neutre
104,ابو عبيدة,انا تعبئة قلتوا مجانا ماشي تمشي في عرض 1500دج وعلاه,Neutre,Negatif
104,Isslam Isslam,هي تكمل بلخف 60g تكملي في 14 يوم,Neutre,Negatif
104,أم غيث,هل توجد طريقة ارسال جيغات من هاتف لهاتقدف,Neutre,Positif
104,Maria Khadraoui,راني كل ما نعود راح نفورمي نعيط منقدرش تجيني مرحبا بك في خدمات اوريدو و تبدا تهدر و يتكوبا ماذا لحل نحن بعاد على دار و معندناش لكي نعيطوو,Negatif,Negatif
104,ام ملاك,فلكسيت البارح 100 دج لقيتها لا يوجد وعلاه فهموني,Negatif,Negatif
104,Samir Csc,ماذا العرض 1500: gold,Neutre,Positif
104,Samia Hbibt Mamaha,قتلنا الا الزيرو,Negatif,Negatif
104,Amar Bouzid,مشاء لله,Positif,Neutre
104,Réda Khaldi,من فضلك رمز لمعرفة الرقم الاخير لي فليكسيتلو!,Neutre,Positif
104,ولد توات ولد توات,ما شاء الله,Positif,Neutre
104,Потерянный Ангел,s il vous plait est ce que je suis oblige d acheter un nouveau numero pour beneficier de l offre switch ? je ne peux pas le faire avec mon numero actuel haya??!! je prefère garder mon numero,Neutre,Negatif
104,Ahm ED,دايما عند تطلعاتنا,Neutre,Positif
104,ما اجمل الحلال,إن عندي حسن ومعرفتش ندخلو من يقلي كيف,Neutre,Positif
104,Mohamed Boussebha,شبكة نتاعكم ماعادش يصلح إلى اللقاء,Negatif,Negatif
104,أبو ياسر,رجعولنا شحن الالعاب,Neutre,Negatif
