ID Post,User Name,Comments,Sentiments,Predicted_Sentiment
85,Ounnes Mourad,نحوس نسهلو ونتما صعبتوها ومافهمتوناش حكايت,Negatif,Negatif
85,Lahcen Lebeidi,بيها شريحة تعبئة منجمش تعبئة,Negatif,Neutre
85,Krimo Krimo,نقدر نبعث رصيد موبيليس نقطة بيع الى نقطة بيع اخرى,Neutre,Neutre
85,مكتبة سالمي للاتصالات أدرار,التحديث الجديد انتاعكم تقيل كثيرا فلوجيسيال تعبئة,Negatif,Negatif
85,Mourad Abid,ارسل رصيد مكتيفي,Neutre,Neutre
85,ﻣﺤﻤﺪﺍﻟﻌﻴﺪ ﺷﻴﺦ,مامعنى رقم حساب الزبون,Neutre,Neutre
85,سعيد سعيد,عندي شريحتين موبيليس قديمتين اريد تحويلهما الى بدون الذهاب للوكالة,Neutre,Neutre
85,Si R Aje,شريت شريحة خاص الانثرنث ضعيفة خلاص بيعو شريحة تصلح اي حل,Negatif,Negatif
85,Joliya Eila,عندي مشكل ولي اني اين ما تعبئة تروحلي الا ورغم انه ماعنديش رنتي,Negatif,Negatif
85,Malik Bezza,اقصى حد لتعبئة الرصيد ارسلي,Neutre,Neutre
85,Raouf Benedine,مشكل انترنت لا يوجد عندنا اونلاين قراية عرقلتونا كامل,Negatif,Negatif
85,Madjid Romano,ارجو منكم الرد الخاص شكرا,Neutre,Positif
85,Ahl Em,ماقدرتش تعبئة علاه,Negatif,Negatif
85,Ahmed Brk,ماهي مميزات لجديدة شريحة twenty,Neutre,Neutre
85,Boubakare Saidi,تدفق انترنت ضعيف لا ادري ما المشكلة,Negatif,Negatif
85,Yasser Ali,بالتوفيق,Positif,Positif
86,Nadjib Madrid,نسنو الميقراسيون,Neutre,Neutre
86,نقيش عبد الحليم,بصح افعلو خاص الف غالية القلاليل,Negatif,Negatif
86,Akli IH,لماذا عرض ساما انترنت تنفذ رمشة,Neutre,Neutre
86,Mohammed Santouh,sama contr,Neutre,Neutre
86,Hamza Mekki,منيش نقدر نتصل شبكة موبيليس لماذا خويا,Negatif,Negatif
86,Biloû Mc,عندي لاوين ليبر نقدر نقلبها توانتي,Neutre,Neutre
86,Youcef Mebarki,لماذا نبعث لكي نشوف الصولد ما يجيني ميساج نعيطلكم ما تريبوندوش,Negatif,Neutre
86,Raouf Raouf,السلام عليكم موبيليس نقدر نغيرها نعيطلكم,Neutre,Neutre
86,Hosin Hosin,اعطينا مواقيت عمل الوكالات رمضان,Neutre,Neutre
86,Ouali Kardache,peux basculer win libre,Neutre,Neutre
86,Benmira Bokreta,انا عندي top نقدر نحولها توانتي,Neutre,Positif
86,عبد الله زيراري,وهل يمكن الرجوع للعرض السابق احتجت,Neutre,Neutre
86,Mohammed Zeggai,عندي رقم نقدر نحول الى توانتي,Neutre,Neutre
86,Mohamed Douaidi,نرجع win max نرجعها عادي,Neutre,Neutre
86,الفتى الاسمر,سلام موبليس نستطيع الرجوع للعرض الاول التحويل لعرض اتوانتي شكرا,Neutre,Positif
86,Mokrane Lahouali,sama controle نقدر نقلبها توانتي الا ما نقدرش,Neutre,Negatif
86,Hicham Lekcir,اول مره موبيليس تخدم وحاجه حسن,Positif,Positif
86,Atman Chinwi Lkataloni,كفاش,Neutre,Neutre
86,Housin Ansel,سلام موبليس نستطيع الرجوع للعرض الاول التحويل لعرض اتوانتي شكرا,Neutre,Positif
86,نوار أحمد,انا عندي سما كونترول رحتلهم الصباح قالولي ما تقدرش,Neutre,Neutre
86,دادو دادو,ادا ممكن يكون عرض يرجع رقم الزبون sama الى pixx,Neutre,Neutre
86,علي دلالي,بصح جماعة لاوين الا معنيين,Neutre,Negatif
86,Ahmed Belfakeroun,اسال لا اين كونترول نقدر نرجعها,Neutre,Neutre
86,أبو مبارك وصفاء,شوفو حل اقرب وقت شبكة ره قراب عام ضايع بدون اي تدخل,Negatif,Negatif
86,Hicham Liz,ماهي عروض رمضان,Neutre,Neutre
86,نزيم محمد جواد,موبيليس المتعامل رقم للهاتف النقال الجزائر,Positif,Neutre
87,Bēn Abĩd,واخيرا خبر مفرح,Positif,Positif
87,فراج خيرالدين,مسموح تعبيئة او او او لا العرض او لا,Neutre,Neutre
87,Ibrahim Khalil Hakmi,عنده win controle يقدر يحول لعرض twanty,Neutre,Neutre
87,سامية الانيقة,بالتوفيق للجميع,Positif,Positif
87,علي دلالي,زيدو لحقو جماعة لاوين سما كنترول,Neutre,Neutre
87,Semouda La Frappe,بالنسبة pixx pro لا يوجد العرض,Neutre,Negatif
87,HÎc Hàm Ÿã Hïà,صح رمضانك ايمان,Positif,Neutre
87,Mã Sï Bras,العرض,Neutre,Neutre
87,Hicham Merhouni,باتوفيق شكلو تلقاوها العرض الاول,Neutre,Neutre
87,لحظه وداع,مكن سوال صح لمي تروح لعمرة يبقبي يعمل ولا,Neutre,Negatif
87,Bēn Abĩd,نديرو,Neutre,Neutre
87,Fayssal Sid,لاوين نقدر نبدلها توانتي,Neutre,Neutre
87,Abdo Kastro,ما عرض توانتي,Neutre,Neutre
87,Noureddine Beny,لاتترددو موبيليس رفيقكم الدائم,Positif,Positif
87,Zakaria Zaki Zakaria,ولي عنده win libre,Neutre,Neutre
87,Brahim Kbl,ولي عندو يقدر يقلبها,Neutre,Neutre
87,Messaoud Garoui,سؤال ارجو الرد عندي شريحة لاوين نقدر نديرلها نحولها للعادي,Neutre,Neutre
87,بقايا حنين,ما الميزات توانتي,Neutre,Neutre
87,Hamid Maizi,وكيفاش نديرو لكي نقلبوها توانتي وشكرا,Neutre,Neutre
87,Idrissou Deghm,يمكن تغيير عرض win libre الىtwen,Neutre,Neutre
87,Yacine Yacine,عندي سما كونترول نقدر نبدلها twanty,Neutre,Neutre
87,Anissa Mekh,horaires ouverture plais,Neutre,Neutre
87,زكرياء جابر الصابر,شبكة الريزو الريزو,Negatif,Neutre
87,Redouane Sedrat,يمكن لاصحاب win libre الاستفادة العرض,Neutre,Neutre
87,Farid Saleh Bououden,الطريقة,Neutre,Neutre
87,BenSalem Oussama,نقدر نبدل beking الى twenty,Neutre,Neutre
87,Khadidja Ghezal,عروض هادي توانتي,Neutre,Neutre
88,عطية الذوادي,صيام مقبول ان شاءلله رب العالمين,Positif,Positif
88,Sousou Amr,افعلو فيا بليزير زيدو سرعة التدفق فقط والله كارثة ثقيلة كثيرا والمشكل مقدرناش نستغناو عليها,Negatif,Negatif
88,زهرة البابونج,موبيليس ترعاها ايادي امنة ما شاء الله تبارك الله,Positif,Positif
88,Sal AH,موبيليس الا الجديد ربي بارك حب حب حب,Positif,Positif
88,Nihâd Nina,صح رمضانكم,Positif,Neutre
88,جنة الخلد,صح فطوركم,Positif,Neutre
88,سالمي نجية,صح رمضانكم حب حب حب,Positif,Positif
88,Nãdã Jijel,صحا رمضانكم,Positif,Neutre
88,Lilia Lily,رمضان مبارك,Positif,Positif
88,Bilge Fısıltı,سما كونترول يمكن تحويلها الى توانتي يمكن,Neutre,Neutre
88,همسات قرآنية,ربي يتقبل منا ومنكم,Positif,Positif
88,الأمال دنيا الامال,تقبل الله الصيام القيام والدعاء,Positif,Positif
88,أسيد أسيد,تقبل الله منا ومنكم الصيام,Positif,Positif
88,Ghendir Lahcén,صح رمضانكم موبيليس حب,Positif,Positif
88,Aissa Ch,ممكن تفاصيل اكثر حول العرض,Neutre,Neutre
88,مريم حياة,كيفاه,Neutre,Neutre
88,Oum Bara,صح رمضانكم,Positif,Neutre
88,Hâzāl Ôğhlò,ممكن تفاصيل اكثر,Neutre,Neutre
88,إسماعيل بن يوسف العيفاوي,كيفاه نقلبها,Neutre,Neutre
88,Yasser Ali,ممتاز,Positif,Positif
88,Badro Cataloni Yousfi,افعل لكي نقلبوها,Neutre,Neutre
89,فاطمة الزهراء,عندي ما شاء الله روعة وكونيكسيو حسن,Positif,Positif
89,Gerçek Işık,زعما نلقا توانتي عروض خيرمن راهم ساما,Neutre,Neutre
89,Ãöü Lmį,موبيليس نعاني ضعف تدفق انترنت نعاني احيانا صعوبة الاتصال,Negatif,Negatif
89,Djaafer Bounekta,الا نلقاو شبكة ساهل وعطل حدث وعدم استجابتكم لشكاوينا,Negatif,Negatif
89,علي دلالي,التحويل الا متاح لخطوط لاوين وسما كنترول,Neutre,Negatif
89,التجاني ايه انتطار,حسن,Positif,Positif
89,Sara Ktm,حب حب,Positif,Positif
89,أميرة أبي,نقلبها اسكو نقدر نعاود نرجعها واذا درتها توانتي منزيدش نقدر نرجعها سما,Neutre,Neutre
89,Ilyes Drikeche,الا اصلاح انترنت بدراهمنا مكمش تصدقو علينا,Negatif,Negatif
89,Meli Mina,انترنت بلخف انتهاء,Negatif,Negatif
89,Noureddine Beny,موبيليس رفيقكم الدائم فلاتترددو موفقين باذن الله تعالى,Positif,Positif
89,Čhëįkh Gō,السلام عليكم sama control نقدر نقلبها توانتي,Neutre,Neutre
89,عقلية مفقودة,ممكن نعرف ما المميزة تعه,Neutre,Neutre
89,أبو يوسف شمس الدين,الله بارك بالتوفيق,Positif,Positif
89,Sãfã,الا عرض توانتي,Neutre,Negatif
89,Otmani Bouaza,قائمة مافيهاش توانتي,Neutre,Negatif
89,Lahcene Zerarga,انترنت كارثة,Negatif,Negatif
89,تكفيني ثقتي بالله,بالتوفيق,Positif,Positif
89,Fares Senoussi,التحويل الا متاح لخطوط لاوين وسما كنترول,Neutre,Negatif
89,Mãdāme Bmd,راني بيها هايلة حب,Positif,Positif
90,Fidal Sym,تم,Neutre,Neutre
90,علي هواري,الله بارك,Positif,Positif
90,حمزة سندس قرة عيني,انا راني نعاني وحد البيس نفليكسي الف متقعدليش سمانة وتخلاص منجي تعبئة بالكشايف منفرحش نتفرج فيديو,Negatif,Negatif
90,Mohamed Lamine,استهلاك ميغا يبقى الا محدود,Neutre,Negatif
90,Mohammed Berkani,كيفية تفعيل خدمة,Neutre,Neutre
90,Hamid Hcn,شئ جيد القمة ابهرتمونا,Positif,Positif
90,Quoba Khadra,تم,Neutre,Neutre
90,Amor Lamia,جميل,Positif,Positif
90,Manal Manou,الله بارك,Positif,Positif
90,Dœdá Ròsé,دمتم دائما القمة والتالق,Positif,Positif
90,رزونة رزان,الله بارك ما شاء الله,Positif,Positif
90,مقهى الجوهرة - سيدي عبد الله,شكرا,Positif,Positif
90,أية الرحمان,الله ايبارك مشاء الله,Positif,Positif
91,الأستاذ ياسر جابري,mobilis,Neutre,Neutre
91,حكيم براهيمي,تستاهلو خير احسن متعامل النواحي,Positif,Positif
91,Mēlïnå Melinda Ãbbäs,حسن حسن شكرا,Positif,Positif
91,Sisin Lamry. Beauty,يوجد مسابقة,Neutre,Neutre
91,Chå Hįnēż,بغيت نعرف فقط لماذا تعبئة شهر انتهاء الكونيكسيو يوم,Negatif,Negatif
91,Okba Ainalbida,لوين اي حل ولا مزال,Neutre,Neutre
91,Ahmed Boukhris,وصح لفطركم ربي يتقبل مناومنكم الصيام والثواب,Positif,Positif
91,Khaled Abdalla,ما مدة العرض,Neutre,Neutre
91,قطرة الندى,حب حب حب,Positif,Positif
91,عروبة عثمان,تحيا موبيليس,Positif,Positif
91,Noureddine Beny,الله بارك فيكم موبيليس رفيقكم الدائم فلا تترددو,Positif,Positif
91,أبو يوسف شمس الدين,الله بارك ما شاء الله,Positif,Positif
91,Hiba Hiba,رمضان مبارك,Positif,Positif
91,سدرة المنتهى,الله بارك,Positif,Positif
91,Li Lya,رمضان كريم,Neutre,Neutre
91,Fatiha Fati,موفقون رب,Positif,Positif
91,Mēlïnå Melinda Ãbbäs,حب حب حب,Positif,Positif
91,Abd Alhadi Djenidi,رمضان كريم تقبل الله منا ومنكم صالح الاعمال mobillis mobilis,Positif,Positif
91,مريم أم بلال,الله يبارك,Positif,Neutre
91,Thè Òuèèn,رمضان مبارك,Positif,Positif
91,سر الحياة,حب حب حب,Positif,Positif
91,Ãr Îdj,حب حب,Positif,Positif
91,ابو محمد,الله بارك فيكم موبليس,Positif,Positif
91,Soumia Om Anes,الله بارك,Positif,Positif
92,أية الرحمان,موبيليس الكل يتكلم صح فطوركم رمضان كريم,Neutre,Neutre
92,تباشير الفجر,جيد,Positif,Positif
92,Ishrak Alhayat,ان شاء الله,Positif,Positif
92,أبو يوسف شمس الدين,الله بارك ما شاء الله,Positif,Positif
92,Fatiha Fati,موفقون رب,Positif,Positif
92,رؤيا يوسف,راني دايرا خاص ميتين نقلبها توانتي تروحلي,Neutre,Neutre
92,بدلة التخرج,ماهي مميزاتها,Neutre,Neutre
92,Abde Rezak,يوجد تحويل لشريحة سما كونترول,Neutre,Neutre
92,Nadjib Madrid,سما كونترول نقدر نبدلها توانتي,Neutre,Neutre
92,Amine Bk,افعلو نبدلو لاوين الى wty,Neutre,Neutre
92,Fatouha Fatiha,موفقون رب,Positif,Positif
92,دارنا ما سماونيش,فلكسي شهر كونكتي شعر,Negatif,Negatif
92,LouLou LouLou,لماذا الكونيكسيو ضعيفة موبيليس,Negatif,Negatif
92,Bakiri Brahim,انا عندي sama control نرجعها twenty اسكو نقدر نرجعها ساما كونطرول مرة اخرى,Neutre,Neutre
92,Mohammed Mohammed,يمكن لرجوع الى العروض القديمة تشغيل عرض توانتي,Neutre,Neutre
92,Samira Samira,تقبل الله منا ومنكم صيام والقيام وصالح الاعمال امين رب العالمين,Positif,Positif
92,علي دلالي,عمموا عملية التحويل لبقية خطوط الدفع كنترول والبعدي,Neutre,Neutre
92,Îron Woļf,رب اخرجني الجزائر,Neutre,Positif
92,Мунир Мунир,رائع,Positif,Positif
92,Jiji Jiji,رمضان كريم,Neutre,Neutre
92,شعيب طيبوش ابو محمد,الى السيد المدير العام المحترم لموبيليس ويبقى المشكل بمنطقة جيمار بلدية الشقفة ولاية جيجل انقطع التيار الكهربائي تنقطع معه خدمة ولاتعود الا يومين او اين يكمن الخلل ياترى,Negatif,Negatif
92,Tarak Benslaim Medea,استطيع تغير سما كونترول توانتي,Neutre,Neutre
92,Rabah Benarour,الله بارك,Positif,Positif
93,أبو يوسف شمس الدين,الله بارك ما شاء الله,Positif,Positif
93,Khenis Kerboua,متفوقين ان شاء الله,Positif,Positif
93,Amira Miro,الله بارك,Positif,Positif
93,Wï Ãm,بالتوفيق ان شاءلله حب مزيدا النجاحات والتفوقات رب,Positif,Positif
93,أبو يوسف شمس الدين,ما شاء الله,Positif,Positif
93,Oum Youcef,الله بارك,Positif,Positif
93,عبد الرزاق محمد,مشالله,Positif,Neutre
93,Jamel Sportif,حب حب حب حب,Positif,Positif
93,شهرزاد مديلة,رمضان كريم,Neutre,Neutre
93,وائل بوخلوة,حب حب,Positif,Positif
93,أم عبد العزيز,روعة موبيليس حل الحياة,Positif,Positif
93,Haya Te,تم,Neutre,Neutre
93,YøüSřă NV,الله بارك,Positif,Positif
93,غزال عبد القادر,مشاء الله,Positif,Positif
93,Papillön Dèspøir,الله بارك,Positif,Positif
93,Soumia Om Anes,جيد,Positif,Positif
93,ساجدة لله,ما شاء الله,Positif,Positif
93,Ikram Ben Mohammed,الله بارك,Positif,Positif
93,Dalila Journalist,رمضان كربم,Positif,Neutre
93,Nacer Hocine Gasri,الله بارك حب,Positif,Positif
94,Мунир Мунир,شهر رمضان شهر التوبة والغفران,Positif,Neutre
94,Tariq Radi,تطبيقكم خاص mobispace راهو حابس اذا معابالكمش,Negatif,Negatif
94,ᎰᎯᎿᎻᎨ ᏕᎷᎯᎨᏝ,لا يوجد لعروض,Negatif,Negatif
94,Ghä Dïrë,اشترك sama,Neutre,Neutre
94,AsSia Officinalis Epse Mahfoudi,حب,Positif,Positif
94,Fati Fati,موفقون رب,Positif,Positif
94,Öm Israa,ان شاء الله,Positif,Positif
94,Hami Toch,حب حب حب,Positif,Positif
94,Øm Mohamed El Bachir,حب حب حب حب حب,Positif,Positif
94,Mbarek Mbarek,صحا فطوركم,Positif,Neutre
94,عماد حمدي,ان ان شاء الله,Neutre,Positif
94,Ishrak Alhayat,ان شاء الله,Neutre,Positif
94,أية الرحمان,رمضان كريم صح فطوركم,Neutre,Neutre
94,حنان شرفاوي,رمزالشريحة فضلكم,Neutre,Neutre
94,حسابي أوسيد للعمل,صلو النبي,Positif,Positif
94,فاطمة الزهراء,الله بارك,Positif,Positif
94,Om Fou Sa Bella,درتها مامشاتليش غاضتني,Negatif,Negatif
95,Мунир Мунир,تقبل الله منا ومنكم صالح الاعمال,Positif,Positif
95,Мунир Мунир,جميل العروض,Positif,Positif
95,Silina Silina,يوجد ضعف شبكة موبيليس ممكن تدخل,Negatif,Negatif
95,Lin Ilina,شيء حسن,Positif,Positif
95,Abdelaziz Garbaa,فقط اريد رد جاد الخاص,Neutre,Neutre
95,Non Dar,ناقص كنكيسيو,Negatif,Negatif
95,عبد الصمد رحال,العرض متوفر بيكس لم اجده,Neutre,Neutre
95,Matene Abedlatif,ممتاز جدا شكرا جزيلا موبليس لدعمن الدائم,Positif,Positif
95,فاطمة الزهراء,جميل,Positif,Positif
95,غفران إلين,احلى شريحة اتصال,Positif,Positif
95,Jamel Sportif,جميل,Positif,Positif
95,سامية الانيقة,بارك الله فيكم,Positif,Positif
95,Noureddine Beny,روعة موبيليس رفيقكم الدائم,Positif,Positif
95,Māti Ldã,رائع,Positif,Positif
95,سالمي نجية,هايلة,Positif,Neutre
95,عطية الذوادي,ممتاز يعطيكم الصحة,Positif,Positif
95,غفران إلين,جميل,Positif,Positif
95,Ishrak Alhayat,ممتاز شكرا,Positif,Positif
95,ويبقى الأمال,جميل جدا,Positif,Positif
95,Ayoub Djalfawi,حمد لله بارك الله فيكم,Neutre,Positif
95,Imed Meramria,يوجد ضعف شبكة موبيليس ممكن تدخلوا,Negatif,Negatif
96,Lalisa Lili,ان شاء الله امين عام وانتم بخير شركه اوريدو ان شاء الله المزيد التطور,Positif,Positif
96,Said Gaci,ان شاءلله عام وانت بالف الف خير وصحة وعافيه وسعادة دائمة لقلبكم رب العالمين اجمعين,Positif,Positif
96,Oughlissi Saddek,عام وانتم بالف خير,Positif,Positif
96,اية الرحمان,رب رب,Positif,Positif
96,Benamar Sahraoui,ان شاء الله,Positif,Positif
96,Oum Zaki,ان شاء الله رب العالمين عام وانت بالف خير وصحه وسعاده رب,Positif,Positif
96,Rehail Badis,عام وانتم بخير,Positif,Neutre
96,Nehla Ali,عام وانتم بخير,Positif,Neutre
96,Mohamed Elhache,ان شاء الله تكون دايمن جيد,Positif,Positif
96,ام الانيقه,عام انتم بخير,Positif,Neutre
96,Amar Grairi,ان شاء الله,Positif,Positif
96,On Ishak,عام وانتم بخير,Positif,Neutre
96,مصطفى تيدير,ان شاء الله عام الخير وعام الرحمه والبركات وسيكون عام خير عام,Positif,Positif
96,David Jalile,عام وانتم بالف خير مزيد التقدم والنجاح امين,Positif,Positif
96,سرية أبوبكر,عام وانتم بالف خير,Positif,Positif
96,ابراهيم الوكال,ان شاء الله,Positif,Positif
96,Mustapha Ahmed,ان شاء الله للجميع,Positif,Positif
96,Ît's Târkė,عام وانتم بالف خير,Positif,Positif
96,إلياس مباركي,ان شاء الله,Positif,Positif
96,Tata Benhamouche,inchallah,Positif,Positif
96,Amouni Amine,الله يوفقكم بمزيد النجاح,Positif,Positif
96,Kaci Madrid,ان شاء الله,Positif,Positif
96,Hamza Bellili,الله بارك ما شاء الله ربي يحفظكم يحميكم,Positif,Positif
96,Fahima Ait Ait,رب,Positif,Positif
96,ولد توات ولد توات,اللهم امين اجمعين,Positif,Positif
96,Louai Lilaoui,عام وانتم بخير,Positif,Neutre
96,Oum Safoin,الهم امين رب العلامين,Positif,Positif
96,Amar Grairi,تهانينا,Positif,Positif
97,Sîdàlî Bëlãrbî,القوة الضاربة شبكة صفر خدمات صفر لو كنا بلد يحاسب قدمتم خدمات,Negatif,Negatif
97,Farouk Tribeche,meilleures voeux a super bien,Positif,Positif
97,Mamat Awladi,الله بارك,Positif,Positif
97,Amel Amal,toujours top,Positif,Positif
97,Ezzerrouki Elyoucefi,demande plusieurs entenes a nouvelle wilaya parce meilleur riseau,Positif,Positif
97,Farouk Lohial,الله يبرك,Positif,Positif
97,Crs Oussa,شبكة يذهب ويتقطع يحدث,Negatif,Negatif
97,Marwan Sh,شكر اوريدو ماتقدمينا حب,Positif,Positif
97,أسماء عبد الله,الله بارك,Positif,Positif
97,Farouk Tribeche,ما شاء الله,Positif,Positif
97,عزيز بوسلسلة,اوريدو عيش الرفاهية بنكهة امتياز,Positif,Positif
97,Rose Lina,وفيها appel illimite ooredooولا الا net,Neutre,Negatif
97,محمد محمد,اشكر شركة ooredoo ما تقدمه,Positif,Neutre
97,Mohamed El Hadi Djebabra,وكتاه تردو علينا,Negatif,Negatif
97,ريم حنة حنة,حب حب حب حب حب حب,Positif,Positif
97,Benamar Sahraoui,ما تشاؤون الا ان يشاء الله,Positif,Negatif
97,Lina Luna,ماهي العروض الحديدة فضلكم,Neutre,Neutre
97,Mohamed El Hadi Djebabra,ردو علينا,Negatif,Negatif
97,ولد توات ولد توات,ما شاء الله,Positif,Positif
98,Benamar Sahraoui,ان شاء الله,Positif,Positif
98,Rahal Aziz,اوريدو اقرباءك يستفدوا معك يكنكتو مجانا,Neutre,Neutre
98,اية الرحمان,انا راحتي كونكسوي,Positif,Negatif
98,Abderrhman Saoud,رقمي اوريدو لكن يخبرني ان رقمك ليس اوريدو,Neutre,Neutre
98,لازهاري بن علي,dima لم يدخل التطبيق,Neutre,Neutre
98,Gä Vï,السرعة اوريدو متفوقة لكن نشاله ديريلنا عروض لل جايمر لكي نجمو نتيليشارجو العاب كبار لمستخدمي الكونصول بتوفيق,Positif,Positif
98,Karim Karim,كنت مسجل التطبيق درك مقدرتش نعاود نسجل افعل الرقم محبش يفتح,Negatif,Negatif
98,Æŷmêñ Møĥãmď,افضل تطبيق my ooredoo استفدت منو كثيرا ربحة انترنت حمل تطبيق واستمتع حظ موفق للجميع,Positif,Positif
98,محمد محمد,حملوه تربح انترنت,Neutre,Neutre
98,ما ريا,ارجو الرد استفساري,Neutre,Neutre
98,ولد توات ولد توات,ما شاء الله,Positif,Positif
98,بلقاسم بن سعدي,عرض switch معني بهاذ الخدمة,Neutre,Neutre
98,Häÿ Ät,كتبتوا فتطبيق تربح درتها كتبوا,Neutre,Neutre
98,Lo Tfi,النترنت ضعيفة اليوم خلاه ما صاري بينغ يتكركر,Negatif,Negatif
98,Abde Llah,ريغلوه مبعد ساهل,Negatif,Negatif
98,Abdou Abdou,كيفاه نرجعو شريحة اوريدو yooz الى اوريدو ديما,Neutre,Neutre
98,Alo,حملوه بسرعة,Neutre,Neutre
98,مامات جوري أوسيد,انا راحتي كونكسوي,Negatif,Negatif
98,Layale Layale,كفه dima افعل yooz,Neutre,Neutre
98,Youcef Chirifi,انا ميمشيش علاش,Negatif,Negatif
98,Youva Tzr,كيفاه نحول شريحة yooz اوريدو dima,Neutre,Neutre
98,Assil Ma,السلام عليكم انا اول مرة طلعت تطبيق كانت تخرجلي ادخل الكود ولكن الان لا لماذا,Neutre,Neutre
99,نانو يويو ماما,ان شاء الله اوريدو الاحسن والانسب والاجدر بدون اي,Positif,Positif
99,Akadd Iskander,ماعنديش شريحة اوريدو تقدرو تقولولي شريحة نقدر نشري لكي نشارك,Neutre,Neutre
99,Mistr Ahmed Belagraâ,سقموا الا تغطية الشبكة كثيرا عليكم,Negatif,Negatif
99,Ali Omane,اوريدو احسن شركة الاتصالات بدون منازع ربي يوفقكم,Positif,Positif
99,Răøüf Răøüf,الله يوفقكم نشاله ويعاونكم خاوتي لحباب,Positif,Positif
99,Élé Zàbèttà,ردو عليا بريفي غضب,Negatif,Negatif
99,فہيہ صہل,ياعصابة انترنت ضعيفة الى منقطعة ليلة امس المنطقة سيق ولاية معسكر لدي شريحة اوريدو,Negatif,Negatif
99,Lydia Ach,ان شاء الله,Positif,Positif
99,Mar Ah,اتمنى التوفيق والنجاح للجميع وحظ موفق اوريدو شيء ممكن لانه الاحسن,Positif,Positif
99,Oum Ilyas,inchallah,Positif,Positif
99,خيرو 'ے,ردو عليا بريفي,Negatif,Negatif
99,Hadjira Jiji,ان شاء الله نربح,Positif,Positif
99,Ahmed Maini,amine,Neutre,Positif
99,Mohamed El Hadi Djebabra,الدعم صفر ردو علينا,Negatif,Negatif
99,Madjid Sahraoui,اطلقوا الا الشبكة كثيرا عليكم,Negatif,Negatif
99,Ami Ali,passe reseau arrive meme a telecharger photo,Negatif,Neutre
99,سعودب بن صدوق,امين والحمدوالله ربي العالمين,Positif,Positif
99,Larine Larine,inchallah حب,Positif,Positif
99,فاطمة الزهراء بلقاسمي,ان شاء الله,Positif,Positif
99,Kheira Abed,خيرة عابد ان شاء الله رب,Positif,Positif
99,Ahm ED,ان شاء الله,Positif,Positif
99,همسه امل,ان شاء الله خير,Positif,Positif
99,Siheme Yennoune,ورولنا هوما العائلات اللي ربحوا,Neutre,Neutre
99,Mã Lâk,ان شاء الله ياربي,Positif,Positif
99,Zoulikha Khouni Khouni,فقط الله فيكم,Positif,Neutre
100,Mohamed Ilyes Mohamed,غضب غضب غضب غضب غضب غضب غضب غضب,Negatif,Negatif
100,Thë Prèncêssê,حب,Positif,Positif
100,Mohamed Riadh,اليوم الثالث راكم تنقصو فالتدفق الى منتصف الليل,Negatif,Neutre
100,ᗩᗷᗪ ᗝᑌ,شبكة لا يوجد مالبارح غضب,Negatif,Negatif
100,سليم بن جفال,ردو عليا فلخاص,Negatif,Negatif
100,Abdel Illah,لمادا لا تجيبون الخاص,Negatif,Negatif
100,اسامة بوغازي,سلام وعليكم يعرف طريقة تحويل شريحة dima الى gold,Neutre,Neutre
100,ولد توات ولد توات,ما شاء الله,Positif,Positif
100,Chihab Alem,حب,Positif,Positif
100,Hamzã Dnch,اطلقولنا انترنت كرهتولنا حياتنا,Negatif,Negatif
100,Mohamed El Hadi Djebabra,رحمة لوالدين ردو علينا خاص,Negatif,Negatif
100,Oùm Racha,الله بارك,Positif,Positif
100,Ly Ly,comment desactiver abonnement a anazik,Neutre,Neutre
101,Kader Kader,the best,Positif,Positif
101,Smiley Tipaza,bonne continuation ooredoo,Positif,Positif
101,Bahi Guen,حبيت نسقسيكم yooz مهيش ابيس اوريدو,Neutre,Negatif
101,Rahal Aziz,السلام عليكم اخي ليام هدوا انقطاع شبكة كثيرا ما افهمتش,Negatif,Negatif
101,Noé Noé,toujours nouveau ooredoo bravo حب,Positif,Positif
101,Amel Amal,top,Positif,Positif
101,Mohamed El Hadi Djebabra,نزيد نعاود ردو علينا خاص,Negatif,Negatif
101,Job Job,مقدرتش نخلص swith عندكم مشكل فالسيت,Negatif,Negatif
101,Djamel Milàno,رنا نعاني شبكة لا يوجد ولاية تيزي وزو,Negatif,Negatif
101,أم إسكندر,احسن خدمة والله,Positif,Positif
101,No Chance,سلام عليكم اخي رد عليا الخاص فضلك شكرا,Neutre,Positif
101,Abdelkader Re,ooredoo numero one algerie,Positif,Positif
101,Oùm Racha,bravo حب حب حب,Positif,Positif
101,Adam Adam,شبكة,Negatif,Neutre
101,بن ناصر فيصل,نرجو الرد الخاص,Neutre,Neutre
101,Plume Plume,merci ooredoo حب,Positif,Positif
101,ريم حنة حنة,حب حب حب حب,Positif,Positif
101,No Chance,سلام yooz اخي عرض هاذا خاص يوتيوب ولا نو شكرا,Neutre,Positif
101,Khadija Amir Riadh Tayab,العرض مافيهش اتصال,Neutre,Neutre
101,Sa Lah,الفايسبوك مجاني,Neutre,Neutre
101,Maya Mirina,nsa sik,Neutre,Neutre
102,Farouk Tribeche,ان شاء الله رب دايما بخير وصحة وسلامة يالله,Positif,Positif
102,Lydia Ach,الله بيارك,Positif,Positif
102,Lydia Ach,الله بارك,Positif,Positif
102,فرح ومرح,راسلتكم مشكلة مدة ولم تردو,Negatif,Negatif
102,Âmel HB,اصلاح الابليكاسيو اربي,Negatif,Negatif
